Row,Load_F1,Load_F2,Load_F3,RT_F1,RT_F2,RT_F3,Util_F1,Util_F2,Util_F3,Cold_F1,Cold_F2,Cold_F3
row_sim_1,0.1,0.1,0.1,0.21303908468402377,0.21361100464039642,0.2135605325415067,0.9989883662114315,0.9984962406015038,0.9989842559674962,0.0010116337885685382,0.0015037593984962407,0.001015744032503809
row_sim_2,0.2,0.1,0.2,0.21327898198568124,0.21351694090191484,0.21320016776572878,0.9989891331817033,0.9985408560311284,0.9992405063291139,0.0010108668182966893,0.0014591439688715954,0.0007594936708860759
row_sim_3,0.3,0.3,0.1,0.21273143192163577,0.21265601447173915,0.21373873806636184,0.9994940978077572,0.99933818663137,0.9990108803165183,0.000505902192242833,0.0006618133686300463,0.0009891196834817012
row_sim_4,0.5,0.2,0.4,0.21266470666747528,0.2129120073817545,0.21293848906909238,0.9996023461576697,0.9992594421130585,0.9994954591321897,0.00039765384233025154,0.0007405578869414959,0.0005045408678102926
row_sim_5,0.4,0.6,0.3,0.2127673661895892,0.2123963556398692,0.21305825983103646,0.9995039067344661,0.99966724898095,0.9994973190348525,0.0004960932655339203,0.00033275101904999585,0.0005026809651474531
row_sim_6,0.8,0.5,0.5,0.2125244418028154,0.21243571554825283,0.21291180684275737,0.9997467071935157,0.9996054059386407,0.9996009178888556,0.00025329280648429586,0.0003945940613593765,0.00039908211114436795
row_sim_7,1.0,0.8,0.6,0.2125693559700748,0.2124340272347435,0.2128295076904859,0.9997004044539871,0.9996236592862071,0.9996633846671716,0.00029959554601288263,0.0003763407137928872,0.00033661533282841036
row_sim_8,0.5,1.2,0.9,0.21295392758925494,0.2123991255087585,0.21275628098511729,0.999302719394362,0.9996672212978369,0.9997196366490972,0.0006972806056380117,0.00033277870216306157,0.00028036335090277
row_sim_9,1.5,1.0,1.5,0.21358965168018354,0.2141135686130516,0.21261068750684148,0.9986747067788748,0.9980550568521843,0.999832164076399,0.001325293221125174,0.0019449431478156792,0.00016783592360108759
row_sim_10,2.0,1.5,1.0,0.21347778597782377,0.2136831718033771,0.21264908458868442,0.9988173720497207,0.9984634912151781,0.9997535245982451,0.0011826279502793015,0.0015365087848219655,0.00024647540175490486
row_sim_11,1.2,2.5,1.8,0.21900102109580777,0.21523052122305836,0.2126527739923568,0.9936182019977803,0.9969776609724047,0.9997554862766673,0.006381798002219756,0.0030223390275952696,0.00024451372333272203
row_sim_12,3.0,2.0,2.0,0.22051501087365344,0.2238568388643002,0.21315426528426967,0.9921798173729806,0.9887616920284796,0.9993016759776536,0.007820182627019433,0.011238307971520313,0.0006983240223463687
row_sim_13,2.5,3.5,2.5,0.23186964932509566,0.2256990916561555,0.21414290635800745,0.9813995881578503,0.9870366767195252,0.9983597033796945,0.01860041184214968,0.012963323280474755,0.0016402966203055052
row_sim_14,4.0,3.0,3.5,0.24127521663804044,0.24608156052947314,0.21894406172220024,0.9726515111556516,0.9677464153039614,0.9938403293170277,0.02734848884434833,0.03214942887893622,0.006159670682972266
row_sim_15,3.5,4.5,4.0,0.27743136442802696,0.2592543382317454,0.22905795731791154,0.9388619441218663,0.9556731900331515,0.984483793517407,0.061001434524216136,0.044193134424125764,0.015456182472989195
row_sim_16,5.0,4.0,4.5,0.3032627223926691,0.30726906880001104,0.24952486019409717,0.9149910573952631,0.9114519842882297,0.9656518112488084,0.08268740853162773,0.08706695113278472,0.03307114765820522
